physician_id,physician_experience,question_id,question_uncertainty,question_order,Di,A,oe_used,Df,F,R,ts_Di_lock,ts_oe_start,ts_Df_lock,ts_F_lock,oe_time_seconds
P050,Attending_gte10,Q010,Guideline-Direct,27,C,C,Yes,C,,C,2026-05-21T16:49:42Z,2026-05-21T16:49:42Z,2026-05-21T16:51:40Z,,118
P050,Attending_gte10,Q031,Evidence-Equipoise,28,D,E,No,,D,E,2026-05-21T16:52:18Z,,,2026-05-21T16:52:26Z,
P050,Attending_gte10,Q015,Guideline-Direct,29,C,C,Yes,C,,C,2026-05-21T16:53:01Z,2026-05-21T16:53:01Z,2026-05-21T16:55:06Z,,125
P050,Attending_gte10,Q041,Extrapolation-Required,30,A,E,Yes,E,,E,2026-05-21T16:55:37Z,2026-05-21T16:55:37Z,2026-05-21T16:58:50Z,,193
P050,Attending_gte10,Q048,Extrapolation-Required,31,E,E,No,,E,E,2026-05-21T16:59:20Z,,,2026-05-21T16:59:38Z,
P050,Attending_gte10,Q029,Evidence-Equipoise,32,B,B,Yes,B,,B,2026-05-21T16:59:59Z,2026-05-21T16:59:59Z,2026-05-21T17:00:58Z,,59
P050,Attending_gte10,Q039,Extrapolation-Required,33,D,B,No,,D,B,2026-05-21T17:01:36Z,,,2026-05-21T17:01:54Z,
P050,Attending_gte10,Q043,Extrapolation-Required,34,E,E,No,,E,E,2026-05-21T17:02:43Z,,,2026-05-21T17:03:02Z,
P050,Attending_gte10,Q017,Guideline-Direct,35,B,D,No,,B,D,2026-05-21T17:03:35Z,,,2026-05-21T17:03:53Z,
P050,Attending_gte10,Q022,Evidence-Equipoise,36,B,E,No,,B,A,2026-05-21T17:04:32Z,,,2026-05-21T17:04:45Z,
P050,Attending_gte10,Q033,Evidence-Equipoise,37,A,A,Yes,A,,A,2026-05-21T17:05:19Z,2026-05-21T17:05:19Z,2026-05-21T17:08:27Z,,188
P050,Attending_gte10,Q014,Guideline-Direct,38,C,C,Yes,C,,C,2026-05-21T17:09:10Z,2026-05-21T17:09:10Z,2026-05-21T17:11:58Z,,168
P050,Attending_gte10,Q030,Evidence-Equipoise,39,C,E,No,,C,D,2026-05-21T17:12:38Z,,,2026-05-21T17:13:01Z,
P050,Attending_gte10,Q016,Guideline-Direct,40,D,A,Yes,A,,A,2026-05-21T17:13:45Z,2026-05-21T17:13:45Z,2026-05-21T17:15:45Z,,120
P050,Attending_gte10,Q027,Evidence-Equipoise,41,C,C,No,,C,C,2026-05-21T17:16:35Z,,,2026-05-21T17:16:47Z,
P050,Attending_gte10,Q023,Evidence-Equipoise,42,B,C,Yes,C,,C,2026-05-21T17:17:30Z,2026-05-21T17:17:30Z,2026-05-21T17:19:00Z,,90
P050,Attending_gte10,Q018,Evidence-Equipoise,43,B,D,Yes,B,,D,2026-05-21T17:19:20Z,2026-05-21T17:19:20Z,2026-05-21T17:20:56Z,,96
P050,Attending_gte10,Q003,Guideline-Direct,44,A,B,No,,A,B,2026-05-21T17:21:24Z,,,2026-05-21T17:21:39Z,
P050,Attending_gte10,Q013,Guideline-Direct,45,B,C,Yes,C,,C,2026-05-21T17:22:26Z,2026-05-21T17:22:26Z,2026-05-21T17:23:21Z,,55
P050,Attending_gte10,Q012,Guideline-Direct,46,A,D,Yes,A,,D,2026-05-21T17:23:58Z,2026-05-21T17:23:58Z,2026-05-21T17:26:47Z,,169
P050,Attending_gte10,Q009,Guideline-Direct,47,E,A,No,,E,A,2026-05-21T17:27:24Z,,,2026-05-21T17:27:36Z,
P050,Attending_gte10,Q037,Extrapolation-Required,48,D,A,Yes,A,,A,2026-05-21T17:28:19Z,2026-05-21T17:28:19Z,2026-05-21T17:30:11Z,,112
P050,Attending_gte10,Q036,Extrapolation-Required,49,C,A,No,,C,D,2026-05-21T17:30:57Z,,,2026-05-21T17:31:12Z,
P050,Attending_gte10,Q035,Extrapolation-Required,50,E,E,Yes,A,,A,2026-05-21T17:31:53Z,2026-05-21T17:31:53Z,2026-05-21T17:33:07Z,,74
P051,Attending_gte10,Q019,Evidence-Equipoise,1,C,B,Yes,B,,B,2026-05-21T19:00:20Z,2026-05-21T19:00:20Z,2026-05-21T19:03:17Z,,177
P051,Attending_gte10,Q024,Evidence-Equipoise,2,D,D,Yes,D,,D,2026-05-21T19:03:40Z,2026-05-21T19:03:40Z,2026-05-21T19:05:35Z,,115
P051,Attending_gte10,Q008,Guideline-Direct,3,A,E,Yes,E,,E,2026-05-21T19:06:22Z,2026-05-21T19:06:22Z,2026-05-21T19:09:11Z,,169
P051,Attending_gte10,Q047,Extrapolation-Required,4,D,D,Yes,D,,D,2026-05-21T19:09:52Z,2026-05-21T19:09:52Z,2026-05-21T19:11:39Z,,107
P051,Attending_gte10,Q004,Guideline-Direct,5,C,E,Yes,B,,B,2026-05-21T19:12:22Z,2026-05-21T19:12:22Z,2026-05-21T19:13:14Z,,52
P051,Attending_gte10,Q050,Extrapolation-Required,6,A,A,No,,A,A,2026-05-21T19:13:55Z,,,2026-05-21T19:14:01Z,
P051,Attending_gte10,Q032,Evidence-Equipoise,7,A,E,No,,A,E,2026-05-21T19:14:34Z,,,2026-05-21T19:14:41Z,
P051,Attending_gte10,Q044,Extrapolation-Required,8,B,D,Yes,D,,D,2026-05-21T19:15:27Z,2026-05-21T19:15:27Z,2026-05-21T19:16:22Z,,55
P051,Attending_gte10,Q041,Extrapolation-Required,9,A,E,Yes,E,,E,2026-05-21T19:17:01Z,2026-05-21T19:17:01Z,2026-05-21T19:18:18Z,,77
P051,Attending_gte10,Q027,Evidence-Equipoise,10,C,E,Yes,C,,C,2026-05-21T19:18:53Z,2026-05-21T19:18:53Z,2026-05-21T19:19:35Z,,42
P051,Attending_gte10,Q016,Guideline-Direct,11,A,A,No,,A,A,2026-05-21T19:20:12Z,,,2026-05-21T19:20:34Z,
P051,Attending_gte10,Q017,Guideline-Direct,12,D,D,Yes,D,,D,2026-05-21T19:21:01Z,2026-05-21T19:21:01Z,2026-05-21T19:23:14Z,,133
P051,Attending_gte10,Q029,Evidence-Equipoise,13,B,B,No,,B,B,2026-05-21T19:23:44Z,,,2026-05-21T19:23:50Z,
P051,Attending_gte10,Q039,Extrapolation-Required,14,A,B,Yes,B,,B,2026-05-21T19:24:16Z,2026-05-21T19:24:16Z,2026-05-21T19:26:29Z,,133
P051,Attending_gte10,Q013,Guideline-Direct,15,C,C,No,,C,C,2026-05-21T19:26:51Z,,,2026-05-21T19:26:59Z,
P051,Attending_gte10,Q049,Extrapolation-Required,16,C,B,No,,C,C,2026-05-21T19:27:31Z,,,2026-05-21T19:27:52Z,
P051,Attending_gte10,Q005,Guideline-Direct,17,C,C,Yes,B,,C,2026-05-21T19:28:20Z,2026-05-21T19:28:20Z,2026-05-21T19:30:34Z,,134
P051,Attending_gte10,Q002,Guideline-Direct,18,C,B,Yes,B,,B,2026-05-21T19:31:18Z,2026-05-21T19:31:18Z,2026-05-21T19:32:39Z,,81
P051,Attending_gte10,Q048,Extrapolation-Required,19,C,D,Yes,E,,E,2026-05-21T19:33:22Z,2026-05-21T19:33:22Z,2026-05-21T19:36:22Z,,180
P051,Attending_gte10,Q003,Guideline-Direct,20,C,A,No,,C,B,2026-05-21T19:37:02Z,,,2026-05-21T19:37:16Z,
P051,Attending_gte10,Q040,Extrapolation-Required,21,C,C,No,,C,C,2026-05-21T19:38:00Z,,,2026-05-21T19:38:17Z,
P051,Attending_gte10,Q012,Guideline-Direct,22,D,D,Yes,A,,D,2026-05-21T19:38:43Z,2026-05-21T19:38:43Z,2026-05-21T19:40:55Z,,132
P051,Attending_gte10,Q010,Guideline-Direct,23,E,C,No,,E,C,2026-05-21T19:41:35Z,,,2026-05-21T19:41:43Z,
P051,Attending_gte10,Q006,Guideline-Direct,24,B,C,Yes,D,,D,2026-05-21T19:42:20Z,2026-05-21T19:42:20Z,2026-05-21T19:44:11Z,,111
P051,Attending_gte10,Q007,Guideline-Direct,25,E,E,Yes,E,,E,2026-05-21T19:44:41Z,2026-05-21T19:44:41Z,2026-05-21T19:46:20Z,,99
P051,Attending_gte10,Q038,Extrapolation-Required,26,D,B,Yes,D,,D,2026-05-21T19:46:47Z,2026-05-21T19:46:47Z,2026-05-21T19:49:19Z,,152
P051,Attending_gte10,Q030,Evidence-Equipoise,27,D,A,Yes,D,,D,2026-05-21T19:49:47Z,2026-05-21T19:49:47Z,2026-05-21T19:50:30Z,,43
P051,Attending_gte10,Q043,Extrapolation-Required,28,E,A,Yes,D,,E,2026-05-21T19:51:03Z,2026-05-21T19:51:03Z,2026-05-21T19:52:37Z,,94
P051,Attending_gte10,Q046,Extrapolation-Required,29,B,D,No,,B,B,2026-05-21T19:53:21Z,,,2026-05-21T19:53:30Z,
P051,Attending_gte10,Q018,Evidence-Equipoise,30,A,D,Yes,D,,D,2026-05-21T19:53:55Z,2026-05-21T19:53:55Z,2026-05-21T19:55:04Z,,69
P051,Attending_gte10,Q026,Evidence-Equipoise,31,C,C,Yes,C,,C,2026-05-21T19:55:34Z,2026-05-21T19:55:34Z,2026-05-21T19:57:42Z,,128
P051,Attending_gte10,Q022,Evidence-Equipoise,32,A,A,Yes,A,,A,2026-05-21T19:58:13Z,2026-05-21T19:58:13Z,2026-05-21T20:01:29Z,,196
P051,Attending_gte10,Q037,Extrapolation-Required,33,A,C,Yes,B,,A,2026-05-21T20:02:19Z,2026-05-21T20:02:19Z,2026-05-21T20:04:03Z,,104
P051,Attending_gte10,Q031,Evidence-Equipoise,34,E,E,Yes,E,,E,2026-05-21T20:04:55Z,2026-05-21T20:04:55Z,2026-05-21T20:07:03Z,,128
P051,Attending_gte10,Q021,Evidence-Equipoise,35,A,B,Yes,B,,B,2026-05-21T20:07:56Z,2026-05-21T20:07:56Z,2026-05-21T20:08:54Z,,58
P051,Attending_gte10,Q036,Extrapolation-Required,36,D,D,No,,D,D,2026-05-21T20:09:16Z,,,2026-05-21T20:09:33Z,
P051,Attending_gte10,Q023,Evidence-Equipoise,37,C,C,Yes,E,,C,2026-05-21T20:10:03Z,2026-05-21T20:10:03Z,2026-05-21T20:11:40Z,,97
P051,Attending_gte10,Q035,Extrapolation-Required,38,E,A,No,,E,A,2026-05-21T20:12:26Z,,,2026-05-21T20:12:49Z,
P051,Attending_gte10,Q015,Guideline-Direct,39,B,C,Yes,C,,C,2026-05-21T20:13:15Z,2026-05-21T20:13:15Z,2026-05-21T20:14:14Z,,59
P051,Attending_gte10,Q033,Evidence-Equipoise,40,B,A,Yes,B,,A,2026-05-21T20:14:56Z,2026-05-21T20:14:56Z,2026-05-21T20:16:04Z,,68
P051,Attending_gte10,Q009,Guideline-Direct,41,D,B,Yes,A,,A,2026-05-21T20:16:49Z,2026-05-21T20:16:49Z,2026-05-21T20:17:34Z,,45
P051,Attending_gte10,Q025,Evidence-Equipoise,42,D,C,Yes,C,,C,2026-05-21T20:18:09Z,2026-05-21T20:18:09Z,2026-05-21T20:19:04Z,,55
P051,Attending_gte10,Q034,Evidence-Equipoise,43,A,B,No,,A,C,2026-05-21T20:19:49Z,,,2026-05-21T20:20:08Z,
P051,Attending_gte10,Q028,Evidence-Equipoise,44,E,E,Yes,E,,E,2026-05-21T20:20:35Z,2026-05-21T20:20:35Z,2026-05-21T20:21:32Z,,57
P051,Attending_gte10,Q045,Extrapolation-Required,45,E,E,Yes,E,,E,2026-05-21T20:22:00Z,2026-05-21T20:22:00Z,2026-05-21T20:22:40Z,,40
P051,Attending_gte10,Q042,Extrapolation-Required,46,A,A,Yes,A,,A,2026-05-21T20:23:28Z,2026-05-21T20:23:28Z,2026-05-21T20:25:26Z,,118
P051,Attending_gte10,Q014,Guideline-Direct,47,D,C,No,,D,C,2026-05-21T20:25:49Z,,,2026-05-21T20:26:08Z,
P051,Attending_gte10,Q011,Guideline-Direct,48,B,D,Yes,B,,B,2026-05-21T20:26:38Z,2026-05-21T20:26:38Z,2026-05-21T20:28:01Z,,83
P051,Attending_gte10,Q020,Evidence-Equipoise,49,E,D,No,,E,C,2026-05-21T20:28:53Z,,,2026-05-21T20:29:10Z,
P051,Attending_gte10,Q001,Guideline-Direct,50,C,C,No,,C,C,2026-05-21T20:29:52Z,,,2026-05-21T20:30:14Z,
P052,Attending_gte10,Q026,Evidence-Equipoise,1,A,C,No,,A,C,2026-05-21T22:00:20Z,,,2026-05-21T22:00:31Z,
P052,Attending_gte10,Q020,Evidence-Equipoise,2,C,C,No,,C,C,2026-05-21T22:01:09Z,,,2026-05-21T22:01:21Z,
P052,Attending_gte10,Q009,Guideline-Direct,3,E,B,Yes,A,,A,2026-05-21T22:01:52Z,2026-05-21T22:01:52Z,2026-05-21T22:03:20Z,,88
P052,Attending_gte10,Q011,Guideline-Direct,4,B,B,Yes,D,,B,2026-05-21T22:04:14Z,2026-05-21T22:04:14Z,2026-05-21T22:05:21Z,,67
P052,Attending_gte10,Q027,Evidence-Equipoise,5,B,C,No,,B,C,2026-05-21T22:06:03Z,,,2026-05-21T22:06:25Z,
P052,Attending_gte10,Q037,Extrapolation-Required,6,A,A,Yes,A,,A,2026-05-21T22:06:53Z,2026-05-21T22:06:53Z,2026-05-21T22:08:56Z,,123
P052,Attending_gte10,Q039,Extrapolation-Required,7,C,B,Yes,B,,B,2026-05-21T22:09:27Z,2026-05-21T22:09:27Z,2026-05-21T22:11:47Z,,140
P052,Attending_gte10,Q001,Guideline-Direct,8,C,C,No,,C,C,2026-05-21T22:12:42Z,,,2026-05-21T22:12:57Z,
P052,Attending_gte10,Q038,Extrapolation-Required,9,D,B,Yes,D,,D,2026-05-21T22:13:35Z,2026-05-21T22:13:35Z,2026-05-21T22:15:11Z,,96
P052,Attending_gte10,Q032,Evidence-Equipoise,10,E,E,Yes,E,,E,2026-05-21T22:15:43Z,2026-05-21T22:15:43Z,2026-05-21T22:16:55Z,,72
P052,Attending_gte10,Q002,Guideline-Direct,11,B,B,No,,A,B,2026-05-21T22:17:28Z,,,2026-05-21T22:17:36Z,
P052,Attending_gte10,Q034,Evidence-Equipoise,12,E,C,No,,E,C,2026-05-21T22:18:05Z,,,2026-05-21T22:18:19Z,
P052,Attending_gte10,Q042,Extrapolation-Required,13,A,E,Yes,A,,A,2026-05-21T22:18:41Z,2026-05-21T22:18:41Z,2026-05-21T22:19:44Z,,63
P052,Attending_gte10,Q017,Guideline-Direct,14,A,D,No,,A,D,2026-05-21T22:20:14Z,,,2026-05-21T22:20:23Z,
P052,Attending_gte10,Q016,Guideline-Direct,15,A,A,No,,A,A,2026-05-21T22:21:06Z,,,2026-05-21T22:21:19Z,
P052,Attending_gte10,Q030,Evidence-Equipoise,16,C,D,No,,C,D,2026-05-21T22:21:58Z,,,2026-05-21T22:22:12Z,
P052,Attending_gte10,Q022,Evidence-Equipoise,17,A,B,Yes,A,,A,2026-05-21T22:23:08Z,2026-05-21T22:23:08Z,2026-05-21T22:24:38Z,,90
P052,Attending_gte10,Q044,Extrapolation-Required,18,E,D,Yes,D,,D,2026-05-21T22:25:04Z,2026-05-21T22:25:04Z,2026-05-21T22:26:03Z,,59
P052,Attending_gte10,Q025,Evidence-Equipoise,19,B,A,No,,B,C,2026-05-21T22:26:27Z,,,2026-05-21T22:26:36Z,
P052,Attending_gte10,Q047,Extrapolation-Required,20,D,D,Yes,D,,D,2026-05-21T22:27:12Z,2026-05-21T22:27:12Z,2026-05-21T22:28:34Z,,82
P052,Attending_gte10,Q049,Extrapolation-Required,21,A,B,Yes,A,,C,2026-05-21T22:29:03Z,2026-05-21T22:29:03Z,2026-05-21T22:30:13Z,,70
P052,Attending_gte10,Q035,Extrapolation-Required,22,E,A,No,,E,A,2026-05-21T22:30:33Z,,,2026-05-21T22:30:50Z,
P052,Attending_gte10,Q050,Extrapolation-Required,23,C,A,Yes,A,,A,2026-05-21T22:31:24Z,2026-05-21T22:31:24Z,2026-05-21T22:33:17Z,,113
P052,Attending_gte10,Q010,Guideline-Direct,24,C,C,No,,C,C,2026-05-21T22:33:45Z,,,2026-05-21T22:33:53Z,
P052,Attending_gte10,Q029,Evidence-Equipoise,25,B,C,Yes,B,,B,2026-05-21T22:34:27Z,2026-05-21T22:34:27Z,2026-05-21T22:35:29Z,,62
P052,Attending_gte10,Q023,Evidence-Equipoise,26,B,A,No,,B,C,2026-05-21T22:35:59Z,,,2026-05-21T22:36:18Z,
P052,Attending_gte10,Q015,Guideline-Direct,27,A,C,No,,A,C,2026-05-21T22:36:51Z,,,2026-05-21T22:36:56Z,
P052,Attending_gte10,Q013,Guideline-Direct,28,D,B,No,,D,C,2026-05-21T22:37:30Z,,,2026-05-21T22:37:49Z,
P052,Attending_gte10,Q046,Extrapolation-Required,29,D,B,No,,D,B,2026-05-21T22:38:37Z,,,2026-05-21T22:38:47Z,
P052,Attending_gte10,Q012,Guideline-Direct,30,C,B,Yes,C,,D,2026-05-21T22:39:33Z,2026-05-21T22:39:33Z,2026-05-21T22:42:52Z,,199
P052,Attending_gte10,Q003,Guideline-Direct,31,B,A,Yes,B,,B,2026-05-21T22:43:34Z,2026-05-21T22:43:34Z,2026-05-21T22:44:29Z,,55
P052,Attending_gte10,Q021,Evidence-Equipoise,32,C,E,Yes,B,,B,2026-05-21T22:45:01Z,2026-05-21T22:45:01Z,2026-05-21T22:46:01Z,,60
P052,Attending_gte10,Q028,Evidence-Equipoise,33,B,E,Yes,B,,E,2026-05-21T22:46:44Z,2026-05-21T22:46:44Z,2026-05-21T22:47:59Z,,75
P052,Attending_gte10,Q033,Evidence-Equipoise,34,E,A,Yes,E,,A,2026-05-21T22:48:48Z,2026-05-21T22:48:48Z,2026-05-21T22:50:44Z,,116
P052,Attending_gte10,Q031,Evidence-Equipoise,35,E,E,Yes,E,,E,2026-05-21T22:51:21Z,2026-05-21T22:51:21Z,2026-05-21T22:54:47Z,,206
P052,Attending_gte10,Q048,Extrapolation-Required,36,E,E,Yes,C,,E,2026-05-21T22:55:27Z,2026-05-21T22:55:27Z,2026-05-21T22:56:20Z,,53
P052,Attending_gte10,Q005,Guideline-Direct,37,B,C,Yes,C,,C,2026-05-21T22:57:00Z,2026-05-21T22:57:00Z,2026-05-21T23:00:42Z,,222
P052,Attending_gte10,Q008,Guideline-Direct,38,E,E,Yes,A,,E,2026-05-21T23:01:14Z,2026-05-21T23:01:14Z,2026-05-21T23:02:43Z,,89
P052,Attending_gte10,Q019,Evidence-Equipoise,39,B,D,Yes,B,,B,2026-05-21T23:03:10Z,2026-05-21T23:03:10Z,2026-05-21T23:05:28Z,,138
P052,Attending_gte10,Q045,Extrapolation-Required,40,E,D,Yes,E,,E,2026-05-21T23:06:03Z,2026-05-21T23:06:03Z,2026-05-21T23:08:17Z,,134
P052,Attending_gte10,Q018,Evidence-Equipoise,41,D,D,No,,D,D,2026-05-21T23:08:49Z,,,2026-05-21T23:09:07Z,
P052,Attending_gte10,Q006,Guideline-Direct,42,D,A,Yes,D,,D,2026-05-21T23:09:40Z,2026-05-21T23:09:40Z,2026-05-21T23:13:16Z,,216
P052,Attending_gte10,Q043,Extrapolation-Required,43,E,C,Yes,E,,E,2026-05-21T23:13:57Z,2026-05-21T23:13:57Z,2026-05-21T23:14:42Z,,45
P052,Attending_gte10,Q041,Extrapolation-Required,44,E,E,No,,E,E,2026-05-21T23:15:29Z,,,2026-05-21T23:15:45Z,
P052,Attending_gte10,Q004,Guideline-Direct,45,B,B,No,,B,B,2026-05-21T23:16:09Z,,,2026-05-21T23:16:17Z,
P052,Attending_gte10,Q036,Extrapolation-Required,46,D,E,Yes,D,,D,2026-05-21T23:17:03Z,2026-05-21T23:17:03Z,2026-05-21T23:20:30Z,,207
P052,Attending_gte10,Q014,Guideline-Direct,47,E,C,No,,E,C,2026-05-21T23:21:17Z,,,2026-05-21T23:21:39Z,
P052,Attending_gte10,Q024,Evidence-Equipoise,48,D,B,Yes,D,,D,2026-05-21T23:22:10Z,2026-05-21T23:22:10Z,2026-05-21T23:23:37Z,,87
P052,Attending_gte10,Q040,Extrapolation-Required,49,C,C,Yes,C,,C,2026-05-21T23:24:18Z,2026-05-21T23:24:18Z,2026-05-21T23:27:31Z,,193
P052,Attending_gte10,Q007,Guideline-Direct,50,E,B,Yes,E,,E,2026-05-21T23:28:13Z,2026-05-21T23:28:13Z,2026-05-21T23:29:45Z,,92
P053,Attending_gte10,Q022,Evidence-Equipoise,1,C,B,No,,C,A,2026-05-22T01:00:37Z,,,2026-05-22T01:00:45Z,
P053,Attending_gte10,Q036,Extrapolation-Required,2,D,E,No,,D,D,2026-05-22T01:01:14Z,,,2026-05-22T01:01:38Z,
P053,Attending_gte10,Q014,Guideline-Direct,3,B,B,No,,B,C,2026-05-22T01:02:07Z,,,2026-05-22T01:02:29Z,
P053,Attending_gte10,Q019,Evidence-Equipoise,4,B,B,Yes,B,,B,2026-05-22T01:03:03Z,2026-05-22T01:03:03Z,2026-05-22T01:05:30Z,,147
P053,Attending_gte10,Q045,Extrapolation-Required,5,E,E,No,,E,E,2026-05-22T01:05:57Z,,,2026-05-22T01:06:09Z,
P053,Attending_gte10,Q034,Evidence-Equipoise,6,C,A,No,,C,C,2026-05-22T01:06:59Z,,,2026-05-22T01:07:22Z,
P053,Attending_gte10,Q048,Extrapolation-Required,7,E,E,Yes,E,,E,2026-05-22T01:08:05Z,2026-05-22T01:08:05Z,2026-05-22T01:11:00Z,,175
P053,Attending_gte10,Q015,Guideline-Direct,8,C,C,No,,C,C,2026-05-22T01:11:48Z,,,2026-05-22T01:12:10Z,
P053,Attending_gte10,Q012,Guideline-Direct,9,E,D,Yes,D,,D,2026-05-22T01:12:40Z,2026-05-22T01:12:40Z,2026-05-22T01:13:46Z,,66
P053,Attending_gte10,Q008,Guideline-Direct,10,E,E,Yes,E,,E,2026-05-22T01:14:20Z,2026-05-22T01:14:20Z,2026-05-22T01:15:10Z,,50
P053,Attending_gte10,Q044,Extrapolation-Required,11,C,A,Yes,D,,D,2026-05-22T01:15:38Z,2026-05-22T01:15:38Z,2026-05-22T01:17:30Z,,112
P053,Attending_gte10,Q026,Evidence-Equipoise,12,E,C,Yes,C,,C,2026-05-22T01:18:15Z,2026-05-22T01:18:15Z,2026-05-22T01:19:56Z,,101
P053,Attending_gte10,Q016,Guideline-Direct,13,A,A,No,,A,A,2026-05-22T01:20:44Z,,,2026-05-22T01:21:06Z,
P053,Attending_gte10,Q039,Extrapolation-Required,14,C,B,Yes,C,,B,2026-05-22T01:21:43Z,2026-05-22T01:21:43Z,2026-05-22T01:23:24Z,,101
P053,Attending_gte10,Q047,Extrapolation-Required,15,D,C,No,,D,D,2026-05-22T01:24:08Z,,,2026-05-22T01:24:27Z,
P053,Attending_gte10,Q038,Extrapolation-Required,16,D,D,Yes,D,,D,2026-05-22T01:24:54Z,2026-05-22T01:24:54Z,2026-05-22T01:26:32Z,,98
P053,Attending_gte10,Q025,Evidence-Equipoise,17,C,C,No,,C,C,2026-05-22T01:27:19Z,,,2026-05-22T01:27:28Z,
P053,Attending_gte10,Q001,Guideline-Direct,18,C,C,Yes,C,,C,2026-05-22T01:28:06Z,2026-05-22T01:28:06Z,2026-05-22T01:29:27Z,,81
P053,Attending_gte10,Q049,Extrapolation-Required,19,C,C,Yes,C,,C,2026-05-22T01:30:11Z,2026-05-22T01:30:11Z,2026-05-22T01:32:35Z,,144
P053,Attending_gte10,Q041,Extrapolation-Required,20,E,E,Yes,E,,E,2026-05-22T01:33:15Z,2026-05-22T01:33:15Z,2026-05-22T01:34:33Z,,78
P053,Attending_gte10,Q020,Evidence-Equipoise,21,B,C,No,,B,C,2026-05-22T01:34:55Z,,,2026-05-22T01:35:08Z,
P053,Attending_gte10,Q031,Evidence-Equipoise,22,E,E,No,,E,E,2026-05-22T01:35:54Z,,,2026-05-22T01:36:11Z,
P053,Attending_gte10,Q050,Extrapolation-Required,23,A,A,No,,A,A,2026-05-22T01:37:06Z,,,2026-05-22T01:37:22Z,
P053,Attending_gte10,Q033,Evidence-Equipoise,24,B,E,Yes,A,,A,2026-05-22T01:38:03Z,2026-05-22T01:38:03Z,2026-05-22T01:39:21Z,,78
P053,Attending_gte10,Q023,Evidence-Equipoise,25,C,C,No,,C,C,2026-05-22T01:40:14Z,,,2026-05-22T01:40:21Z,
P053,Attending_gte10,Q035,Extrapolation-Required,26,A,C,No,,A,A,2026-05-22T01:40:56Z,,,2026-05-22T01:41:18Z,
P053,Attending_gte10,Q029,Evidence-Equipoise,27,E,B,Yes,E,,B,2026-05-22T01:42:04Z,2026-05-22T01:42:04Z,2026-05-22T01:43:36Z,,92
P053,Attending_gte10,Q017,Guideline-Direct,28,D,D,Yes,D,,D,2026-05-22T01:44:17Z,2026-05-22T01:44:17Z,2026-05-22T01:46:06Z,,109
P053,Attending_gte10,Q030,Evidence-Equipoise,29,D,D,Yes,D,,D,2026-05-22T01:46:48Z,2026-05-22T01:46:48Z,2026-05-22T01:47:50Z,,62
P053,Attending_gte10,Q009,Guideline-Direct,30,A,B,Yes,A,,A,2026-05-22T01:48:31Z,2026-05-22T01:48:31Z,2026-05-22T01:51:12Z,,161
P053,Attending_gte10,Q027,Evidence-Equipoise,31,C,C,No,,C,C,2026-05-22T01:51:55Z,,,2026-05-22T01:52:02Z,
P053,Attending_gte10,Q006,Guideline-Direct,32,E,A,Yes,D,,D,2026-05-22T01:52:43Z,2026-05-22T01:52:43Z,2026-05-22T01:53:49Z,,66
P053,Attending_gte10,Q040,Extrapolation-Required,33,B,C,No,,B,C,2026-05-22T01:54:08Z,,,2026-05-22T01:54:32Z,
P053,Attending_gte10,Q021,Evidence-Equipoise,34,D,B,Yes,B,,B,2026-05-22T01:55:08Z,2026-05-22T01:55:08Z,2026-05-22T01:56:17Z,,69
P053,Attending_gte10,Q010,Guideline-Direct,35,D,C,No,,D,C,2026-05-22T01:56:52Z,,,2026-05-22T01:57:03Z,
P053,Attending_gte10,Q011,Guideline-Direct,36,C,B,Yes,C,,B,2026-05-22T01:57:23Z,2026-05-22T01:57:23Z,2026-05-22T01:59:56Z,,153
P053,Attending_gte10,Q037,Extrapolation-Required,37,A,A,Yes,C,,A,2026-05-22T02:00:40Z,2026-05-22T02:00:40Z,2026-05-22T02:02:10Z,,90
P053,Attending_gte10,Q046,Extrapolation-Required,38,E,A,No,,E,B,2026-05-22T02:02:50Z,,,2026-05-22T02:03:13Z,
P053,Attending_gte10,Q007,Guideline-Direct,39,C,E,Yes,E,,E,2026-05-22T02:03:51Z,2026-05-22T02:03:51Z,2026-05-22T02:06:01Z,,130
P053,Attending_gte10,Q002,Guideline-Direct,40,B,B,Yes,C,,B,2026-05-22T02:06:44Z,2026-05-22T02:06:44Z,2026-05-22T02:07:41Z,,57
P053,Attending_gte10,Q042,Extrapolation-Required,41,D,A,Yes,A,,A,2026-05-22T02:08:20Z,2026-05-22T02:08:20Z,2026-05-22T02:09:00Z,,40
P053,Attending_gte10,Q032,Evidence-Equipoise,42,E,B,Yes,D,,E,2026-05-22T02:09:46Z,2026-05-22T02:09:46Z,2026-05-22T02:10:34Z,,48
P053,Attending_gte10,Q024,Evidence-Equipoise,43,C,C,No,,C,D,2026-05-22T02:11:15Z,,,2026-05-22T02:11:36Z,
P053,Attending_gte10,Q004,Guideline-Direct,44,E,C,Yes,B,,B,2026-05-22T02:12:25Z,2026-05-22T02:12:25Z,2026-05-22T02:14:05Z,,100
P053,Attending_gte10,Q013,Guideline-Direct,45,E,C,Yes,C,,C,2026-05-22T02:14:49Z,2026-05-22T02:14:49Z,2026-05-22T02:17:29Z,,160
P053,Attending_gte10,Q018,Evidence-Equipoise,46,C,D,No,,C,D,2026-05-22T02:18:11Z,,,2026-05-22T02:18:24Z,
P053,Attending_gte10,Q043,Extrapolation-Required,47,E,C,Yes,E,,E,2026-05-22T02:18:51Z,2026-05-22T02:18:51Z,2026-05-22T02:20:41Z,,110
